Time	Substrate Temperature	Substrate Setpoint	Substrate Output	Substrate Rotation Temperature	Substrate Rotation Setpoint	Substrate Rotation Output	Substrate Position Temperature	Substrate Position Setpoint	Substrate Position Output	Buffer HTS Temperature	Buffer HTS Setpoint	Buffer HTS Output	LC Lamp Temperature	LC Lamp Setpoint	LC Lamp Output	In Base Temperature	In Base Setpoint	In Base Output	In Tip Temperature	In Tip Setpoint	In Tip Output	Ga Base Temperature	Ga Base Setpoint	Ga Base Output	Ga Tip Temperature	Ga Tip Setpoint	Ga Tip Output	Al Base Temperature	Al Base Setpoint	Al Base Output	Er Temperature	Er Setpoint	Er Output	GaTe Temperature	GaTe Setpoint	GaTe Output	Si Temperature	Si Setpoint	Si Output	Be Temperature	Be Setpoint	Be Output	Bi Base Temperature	Bi Base Setpoint	Bi Base Output	Bi Tip Temperature	Bi Tip Setpoint	Bi Tip Output	As SUB Temperature	As SUB Setpoint	As SUB Output	As Cracker Temperature	As Cracker Setpoint	As Cracker Output	As Valve Temperature	As Valve Setpoint	As Valve Output	Sb SUB Temperature	Sb SUB Setpoint	Sb SUB Output	Sb Cracker Temperature	Sb Cracker Setpoint	Sb Cracker Output	Sb Valve Temperature	Sb Valve Setpoint	Sb Valve Output	AHS Temperature	AHS Setpoint	AHS Output	DD Be Temperature	DD Be Setpoint	DD Be Output	BOS Temperature	BOS Setpoint	BOS Output	SF1 Temperature	SF1 Setpoint	SF1 Output	SF2 Temperature	SF2 Setpoint	SF2 Output	BOS1 Temperature	BOS1 Setpoint	BOS1 Output	BOS2 Temperature	BOS2 Setpoint	BOS2 Output	Growth Chamber Pressure	Beam Flux	BandiT temperature	Buffer Chamber Pressure	Load Chamber Pressure	BOS Pressure	DopantWaterFlow	LC Turbo Backing Pump	Plasma Intensity	Pirani BM 2	Pirani GC 1	Pirani GC 2	CAR Cryo	Source Flange Cryo	CAR GV	Source Flange GV	BOS Cryo	AluminumInterlock	Shutters	Comments
3568335074	200.0	200.0	5.9	---	---	---	---	---	---	22.6	10.0	0.0	19.9	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.1	273.1	200.0	0.0	350.1	350.0	8.5	800.0	800.0	14.3	399.9	400.0	6.3	99.2	100.0	1.9	350.0	350.0	2.9	350.0	350.0	4.9	308.4	300.0	0.0	350.0	350.0	9.4	400.0	400.0	46.7	850.0	850.0	18.5	2.10	---	---	566.4	566.4	72.2	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.56E-10	3.1363E-10	-1.4	3.44E-9	1.01E-6	1.00E-11	0.00	1.92E-2	-2.81E-4	1.016E+1	1.516E+0	1.000E-15	15.97	16.13	NaN	NaN	---	2.46E-4	all shutters closed	Growth complete
3568335087	200.0	200.0	6.0	---	---	---	---	---	---	22.6	10.0	0.0	19.9	10.0	0.0	234.1	175.0	0.0	350.0	350.0	7.9	273.0	200.0	0.0	350.1	350.0	8.5	800.0	800.0	14.2	400.0	400.0	6.3	99.1	100.0	1.9	350.0	350.0	2.9	350.0	350.0	4.9	308.4	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.5	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.58E-10	3.1063E-10	-1.5	3.43E-9	9.11E-7	1.00E-11	0.00	1.88E-2	-2.54E-4	1.017E+1	1.516E+0	1.000E-15	16.53	16.09	NaN	NaN	---	1.91E-4	all shutters closed	Growth complete
3568335102	200.0	200.0	5.9	---	---	---	---	---	---	22.6	10.0	0.0	20.0	10.0	0.0	234.1	175.0	0.0	349.9	350.0	8.4	273.0	200.0	0.0	350.2	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	99.4	100.0	1.8	350.0	350.0	2.9	350.1	350.0	4.9	308.3	300.0	0.0	350.0	350.0	9.5	400.0	400.0	46.8	850.1	850.0	18.4	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.53E-10	3.1296E-10	-1.5	3.44E-9	8.67E-7	1.00E-11	0.00	1.81E-2	-3.27E-4	1.017E+1	1.516E+0	1.000E-15	16.03	15.81	NaN	NaN	---	2.72E-4	all shutters closed	Growth complete
3568335117	200.0	200.0	5.9	---	---	---	---	---	---	22.6	10.0	0.0	20.0	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.0	273.0	200.0	0.0	350.1	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	100.2	100.0	1.0	350.0	350.0	2.9	350.1	350.0	4.9	308.3	300.0	0.0	350.0	350.0	9.9	400.1	400.0	46.6	850.1	850.0	18.4	2.10	---	---	566.4	566.4	72.0	900.0	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.1	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.53E-10	3.0653E-10	-1.4	3.44E-9	8.31E-7	1.00E-11	0.00	1.78E-2	-1.99E-4	1.017E+1	1.517E+0	1.000E-15	15.18	15.76	NaN	NaN	---	2.24E-4	all shutters closed	Growth complete
3568335132	200.0	200.0	5.9	---	---	---	---	---	---	22.6	10.0	0.0	20.1	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.0	273.2	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.2	100.5	100.0	0.9	350.0	350.0	2.9	349.9	350.0	4.9	308.3	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.8	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.1	900.1	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.49E-10	3.1361E-10	-1.4	3.43E-9	8.00E-7	1.00E-11	0.00	1.75E-2	-3.92E-4	1.017E+1	1.516E+0	1.000E-15	14.94	16.13	NaN	NaN	---	2.65E-4	all shutters closed	Growth complete
3568335147	200.0	200.0	5.8	---	---	---	---	---	---	22.6	10.0	0.0	20.0	10.0	0.0	234.0	175.0	0.0	350.0	350.0	7.8	273.2	200.0	0.0	350.1	350.0	8.4	800.0	800.0	14.4	400.0	400.0	6.4	100.8	100.0	1.0	350.0	350.0	2.9	350.0	350.0	4.9	308.2	300.0	0.0	350.0	350.0	9.9	400.0	400.0	46.6	850.0	850.0	18.4	2.00	---	---	566.3	566.4	72.5	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.48E-10	3.0707E-10	-1.4	3.43E-9	7.53E-7	1.00E-11	0.00	1.69E-2	-2.40E-4	1.017E+1	1.516E+0	1.000E-15	14.72	15.99	NaN	NaN	---	2.50E-4	all shutters closed	Growth complete
3568335162	200.0	200.0	6.1	---	---	---	---	---	---	22.6	10.0	0.0	20.1	10.0	0.0	234.1	175.0	0.0	350.1	350.0	8.1	273.1	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.1	400.0	400.0	6.3	100.7	100.0	0.9	350.0	350.0	2.9	350.0	350.0	4.9	308.2	300.0	0.0	350.0	350.0	9.5	400.0	400.0	46.9	850.0	850.0	18.5	2.00	---	---	566.3	566.4	72.2	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.47E-10	3.0336E-10	-1.4	3.43E-9	7.32E-7	1.00E-11	0.00	1.66E-2	-3.18E-4	1.017E+1	1.516E+0	1.000E-15	15.28	15.91	NaN	NaN	---	2.13E-4	all shutters closed	Growth complete
3568335177	200.1	200.0	5.6	---	---	---	---	---	---	22.6	10.0	0.0	20.2	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.2	273.1	200.0	0.0	349.9	350.0	8.5	799.9	800.0	14.4	400.0	400.0	6.3	100.2	100.0	0.9	349.9	350.0	2.9	350.1	350.0	4.9	308.2	300.0	0.0	350.0	350.0	9.6	400.1	400.0	46.5	850.0	850.0	18.5	2.00	---	---	566.3	566.4	72.3	900.0	900.0	20.6	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.44E-10	2.9206E-10	-1.4	3.43E-9	7.13E-7	1.00E-11	0.00	1.64E-2	-5.08E-4	1.017E+1	1.516E+0	1.000E-15	15.94	15.98	NaN	NaN	---	2.05E-4	all shutters closed	Growth complete
3568335192	200.0	200.0	5.8	---	---	---	---	---	---	22.6	10.0	0.0	20.1	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.0	273.1	200.0	0.0	349.8	350.0	8.6	800.0	800.0	14.3	400.0	400.0	6.3	99.8	100.0	1.6	350.0	350.0	2.9	350.0	350.0	4.9	308.2	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.6	849.9	850.0	18.5	2.00	---	---	566.4	566.4	72.3	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.6	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.36E-10	3.0651E-10	-1.4	3.43E-9	6.78E-7	1.00E-11	0.00	1.62E-2	-6.15E-4	1.017E+1	1.517E+0	1.000E-15	15.78	16.05	NaN	NaN	---	2.30E-4	all shutters closed	Growth complete
3568335207	200.0	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.2	10.0	0.0	234.2	175.0	0.0	350.0	350.0	8.1	273.1	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.4	99.2	100.0	1.8	350.0	350.0	2.9	350.0	350.0	4.9	308.1	300.0	0.0	350.1	350.0	9.5	400.0	400.0	46.7	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.4	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.6	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.38E-10	2.9746E-10	-1.4	3.43E-9	6.62E-7	1.00E-11	0.00	1.56E-2	-3.02E-4	1.017E+1	1.516E+0	1.000E-15	15.33	15.78	NaN	NaN	---	7.95E-5	all shutters closed	Growth complete
3568335222	200.0	200.0	5.7	---	---	---	---	---	---	22.6	10.0	0.0	20.3	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.5	273.0	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.2	99.2	100.0	1.9	350.0	350.0	2.9	350.0	350.0	4.9	308.2	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.5	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.38E-10	2.9589E-10	-1.4	3.43E-9	6.49E-7	1.00E-11	0.00	1.54E-2	-3.80E-4	1.018E+1	1.516E+0	1.000E-15	14.82	15.78	NaN	NaN	---	2.11E-4	all shutters closed	Growth complete
3568335237	200.1	200.0	5.7	---	---	---	---	---	---	22.5	10.0	0.0	20.3	10.0	0.0	234.1	175.0	0.0	350.0	350.0	7.9	273.1	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.4	99.5	100.0	1.5	350.0	350.0	2.9	350.0	350.0	4.9	308.1	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.5	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.4	899.9	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.38E-10	3.0386E-10	-1.4	3.43E-9	6.35E-7	1.00E-11	0.00	1.53E-2	-2.26E-4	1.017E+1	1.517E+0	1.000E-15	14.74	16.09	NaN	NaN	---	2.45E-4	all shutters closed	Growth complete
3568335252	200.1	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.4	10.0	0.0	234.1	175.0	0.0	350.0	350.0	7.9	273.1	200.0	0.0	349.9	350.0	8.6	800.0	800.0	14.3	399.9	400.0	6.2	100.1	100.0	1.2	350.0	350.0	2.9	349.9	350.0	4.9	308.1	300.0	0.0	349.9	350.0	9.7	400.1	400.0	46.6	850.0	850.0	18.5	2.10	---	---	566.4	566.4	72.3	899.9	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.37E-10	2.9755E-10	-1.4	3.43E-9	6.08E-7	1.00E-11	0.00	1.49E-2	-2.84E-4	1.017E+1	1.517E+0	1.000E-15	14.65	15.81	NaN	NaN	---	2.46E-4	all shutters closed	Growth complete
3568335267	200.1	200.0	5.9	---	---	---	---	---	---	22.6	10.0	0.0	20.3	10.0	0.0	234.0	175.0	0.0	349.9	350.0	8.1	273.1	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	100.6	100.0	1.1	350.0	350.0	2.9	349.9	350.0	4.9	308.1	300.0	0.0	350.0	350.0	9.5	400.1	400.0	46.6	849.9	850.0	18.4	2.00	---	---	566.4	566.4	72.0	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.43E-10	2.9514E-10	-1.4	3.43E-9	5.96E-7	1.00E-11	0.00	1.47E-2	-3.46E-4	1.017E+1	1.517E+0	1.000E-15	15.98	15.76	NaN	NaN	---	2.43E-4	all shutters closed	Growth complete
3568335282	200.0	200.0	5.8	---	---	---	---	---	---	22.6	10.0	0.0	20.3	10.0	0.0	233.9	175.0	0.0	350.0	350.0	8.1	273.0	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.2	400.0	400.0	6.4	100.8	100.0	1.0	350.0	350.0	2.9	350.0	350.0	4.9	308.1	300.0	0.0	350.0	350.0	9.8	400.0	400.0	46.8	850.0	850.0	18.4	2.10	---	---	566.3	566.4	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.40E-10	3.0312E-10	-1.5	3.42E-9	5.86E-7	1.00E-11	0.00	1.46E-2	-4.34E-4	1.017E+1	1.517E+0	1.000E-15	15.94	15.89	NaN	NaN	---	2.54E-4	all shutters closed	Growth complete
3568335297	200.0	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.4	10.0	0.0	233.9	175.0	0.0	350.1	350.0	8.1	273.0	200.0	0.0	350.0	350.0	8.3	800.0	800.0	14.2	400.0	400.0	6.3	100.6	100.0	1.0	350.0	350.0	2.9	350.0	350.0	4.9	308.1	300.0	0.0	349.9	350.0	9.6	400.0	400.0	46.9	850.0	850.0	18.6	2.00	---	---	566.4	566.4	72.3	900.1	900.0	20.9	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.42E-10	3.0346E-10	-1.5	3.42E-9	5.63E-7	1.00E-11	0.00	1.44E-2	-2.73E-4	1.018E+1	1.517E+0	1.000E-15	15.51	15.71	NaN	NaN	---	1.35E-4	all shutters closed	Growth complete
3568335312	200.0	200.0	6.0	---	---	---	---	---	---	22.5	10.0	0.0	20.5	10.0	0.0	233.8	175.0	0.0	350.0	350.0	8.2	273.0	200.0	0.0	349.9	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.3	100.3	100.0	1.1	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.5	400.0	400.0	46.6	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.1	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.43E-10	3.0618E-10	-1.4	3.42E-9	5.53E-7	1.00E-11	0.00	1.41E-2	-2.83E-4	1.018E+1	1.516E+0	1.000E-15	15.12	15.93	NaN	NaN	---	2.67E-4	all shutters closed	Growth complete
3568335327	200.0	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.3	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.0	273.0	200.0	0.0	350.1	350.0	8.6	800.0	800.0	14.3	400.0	400.0	6.4	99.6	100.0	1.3	350.0	350.0	3.0	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.7	850.1	850.0	18.5	2.10	---	---	566.4	566.4	72.3	900.0	900.0	20.9	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.45E-10	2.9799E-10	-1.5	3.42E-9	5.42E-7	1.00E-11	0.00	1.40E-2	-2.70E-4	1.018E+1	1.517E+0	1.000E-15	14.66	16.14	NaN	NaN	---	2.58E-4	all shutters closed	Growth complete
3568335342	200.0	200.0	6.0	---	---	---	---	---	---	22.5	10.0	0.0	20.5	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.3	273.0	200.0	0.0	350.0	350.0	8.6	800.0	800.0	14.2	400.0	400.0	6.3	99.1	100.0	1.8	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.6	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.44E-10	3.0654E-10	-1.4	3.42E-9	5.32E-7	1.00E-11	0.00	1.39E-2	-2.07E-4	1.018E+1	1.517E+0	1.000E-15	14.62	15.99	NaN	NaN	---	2.07E-4	all shutters closed	Growth complete
3568335357	200.0	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.4	10.0	0.0	233.9	175.0	0.0	350.0	350.0	8.0	273.1	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	99.2	100.0	1.8	350.0	350.0	2.9	350.1	350.0	4.8	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.5	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.50E-10	3.0683E-10	-1.4	3.42E-9	5.15E-7	1.00E-11	0.00	1.36E-2	-3.40E-4	1.018E+1	1.517E+0	1.000E-15	14.64	15.74	NaN	NaN	---	1.80E-4	all shutters closed	Growth complete
3568335372	200.0	200.0	5.7	---	---	---	---	---	---	22.4	10.0	0.0	20.6	10.0	0.0	233.9	175.0	0.0	350.0	350.0	8.0	273.1	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.4	400.0	400.0	6.2	99.5	100.0	1.5	350.0	350.0	3.0	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.4	400.1	400.0	46.4	850.1	850.0	18.4	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.53E-10	3.1677E-10	-1.4	3.42E-9	5.06E-7	1.00E-11	0.00	1.36E-2	-3.27E-4	1.018E+1	1.517E+0	1.000E-15	16.33	15.72	NaN	NaN	---	1.05E-4	all shutters closed	Growth complete
3568335387	200.0	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.5	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.1	273.1	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.2	400.0	400.0	6.3	100.2	100.0	1.2	350.0	350.0	2.9	350.1	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.5	400.1	400.0	46.6	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.3	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	349.9	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.57E-10	3.1072E-10	-1.4	3.42E-9	4.98E-7	1.00E-11	0.00	1.34E-2	-2.76E-4	1.018E+1	1.517E+0	1.000E-15	16.14	16.13	NaN	NaN	---	2.53E-4	all shutters closed	Growth complete
3568335402	199.9	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.5	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.5	273.1	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.5	400.0	400.0	6.2	100.7	100.0	0.8	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	10.0	400.1	400.0	46.9	849.9	850.0	18.5	2.10	---	---	566.4	566.4	72.3	900.0	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.1	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.62E-10	3.1645E-10	-1.4	3.42E-9	4.82E-7	1.00E-11	0.00	1.31E-2	-3.10E-4	1.018E+1	1.517E+0	1.000E-15	15.56	15.97	NaN	NaN	---	2.27E-4	all shutters closed	Growth complete
3568335417	200.0	200.0	5.9	---	---	---	---	---	---	22.5	10.0	0.0	20.6	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.6	273.2	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	100.8	100.0	0.9	350.0	350.0	3.0	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.1	400.0	46.6	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.4	899.9	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.61E-10	3.2287E-10	-1.4	3.42E-9	4.75E-7	1.00E-11	0.00	1.30E-2	-4.45E-4	1.018E+1	1.517E+0	1.000E-15	15.17	15.74	NaN	NaN	---	2.50E-4	all shutters closed	Growth complete
3568335432	200.0	200.0	5.9	---	---	---	---	---	---	22.5	10.0	0.0	20.6	10.0	0.0	234.1	175.0	0.0	349.9	350.0	8.3	273.1	200.0	0.0	350.1	350.0	8.5	800.0	800.0	14.2	400.0	400.0	6.3	100.7	100.0	0.9	350.0	350.0	3.0	350.0	350.0	4.9	308.0	300.0	0.0	350.1	350.0	9.8	400.0	400.0	46.7	850.1	850.0	18.4	2.10	---	---	566.5	566.4	72.4	899.9	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.59E-10	3.1714E-10	-1.4	3.41E-9	4.66E-7	1.00E-11	0.00	1.29E-2	-2.65E-4	1.018E+1	1.517E+0	1.000E-15	14.81	15.71	NaN	NaN	---	3.13E-4	all shutters closed	Growth complete
3568335447	200.0	200.0	5.8	---	---	---	---	---	---	22.4	10.0	0.0	20.6	10.0	0.0	234.0	175.0	0.0	350.1	350.0	7.9	273.1	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.2	100.2	100.0	1.2	350.0	350.0	2.9	349.9	350.0	4.9	307.9	300.0	0.0	349.9	350.0	9.9	400.1	400.0	46.5	850.0	850.0	18.5	2.10	---	---	566.5	566.4	72.4	900.0	900.0	20.6	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.55E-10	3.1484E-10	-1.4	3.41E-9	4.59E-7	1.00E-11	0.00	1.27E-2	-3.99E-4	1.018E+1	1.517E+0	1.000E-15	14.67	16.14	NaN	NaN	---	2.13E-4	all shutters closed	Growth complete
3568335462	199.9	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	7.9	273.1	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.3	99.5	100.0	1.7	350.0	350.0	3.0	350.0	350.0	4.9	308.0	300.0	0.0	349.9	350.0	9.6	400.0	400.0	46.5	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.54E-10	3.1375E-10	-1.4	3.41E-9	4.45E-7	1.00E-11	0.00	1.26E-2	-2.83E-4	1.017E+1	1.517E+0	1.000E-15	15.10	15.90	NaN	NaN	---	3.13E-4	all shutters closed	Growth complete
3568335477	200.0	200.0	5.8	---	---	---	---	---	---	22.5	10.0	0.0	20.6	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.3	273.1	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.2	99.1	100.0	1.7	350.0	350.0	3.0	349.9	350.0	4.9	307.9	300.0	0.0	350.1	350.0	9.7	400.0	400.0	46.6	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.3	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.54E-10	3.1116E-10	-1.4	3.41E-9	4.40E-7	1.00E-11	0.00	1.25E-2	-2.84E-4	1.018E+1	1.518E+0	1.000E-15	16.34	15.89	NaN	NaN	---	1.64E-4	all shutters closed	Growth complete
3568335492	200.0	200.0	5.7	---	---	---	---	---	---	22.4	10.0	0.0	20.5	10.0	0.0	234.1	175.0	0.0	350.1	350.0	7.8	273.2	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.2	99.1	100.0	1.8	350.0	350.0	2.9	350.0	350.0	4.9	307.9	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.5	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.4	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.48E-10	3.0651E-10	-1.4	3.40E-9	4.33E-7	1.00E-11	0.00	1.24E-2	-2.99E-4	1.017E+1	1.517E+0	1.000E-15	15.82	16.00	NaN	NaN	---	2.19E-4	all shutters closed	Growth complete
3568335507	200.0	200.0	5.9	---	---	---	---	---	---	22.4	10.0	0.0	20.6	10.0	0.0	234.2	175.0	0.0	350.0	350.0	8.3	273.2	200.0	0.0	350.0	350.0	8.6	800.0	800.0	14.4	400.0	400.0	6.2	99.6	100.0	1.5	350.0	350.0	3.0	349.9	350.0	4.9	307.9	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.6	850.1	850.0	18.4	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.47E-10	3.1157E-10	-1.4	3.40E-9	4.20E-7	1.00E-11	0.00	1.23E-2	-3.11E-4	1.018E+1	1.517E+0	1.000E-15	15.28	15.98	NaN	NaN	---	2.48E-4	all shutters closed	Growth complete
